work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,salary_range,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Data Engineer,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Data Engineer,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Research Analyst,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,179000,USD,179000,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Scientist,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,EN,FT,Research Analyst,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,ML Engineer,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,ML Engineer,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,MI,FT,Applied Scientist,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Scientist,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,179000,USD,179000,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Data Engineer,179170,USD,179170,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Engineer,179305,USD,179305,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Scientist,179400,USD,179400,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Scientist,179400,USD,179400,"$160,000-$179,999",US,Remote,US,M
2022,SE,FT,Data Engineer,179500,USD,179500,"$160,000-$179,999",US,In person,US,M
2024,MI,FT,Machine Learning Engineer,179700,USD,179700,"$160,000-$179,999",US,In person,US,M
2022,SE,FT,Data Science Manager,179775,USD,179775,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Analytics Engineer,179820,USD,179820,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Analytics Engineer,179820,USD,179820,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Analytics Engineer,179820,USD,179820,"$160,000-$179,999",US,In person,US,M
2023,SE,FT,Analytics Engineer,179820,USD,179820,"$160,000-$179,999",US,In person,US,M
2024,MI,FT,Data Engineer,179900,USD,179900,"$160,000-$179,999",US,In person,US,M
2024,SE,FT,Data Infrastructure Engineer,179900,USD,179900,"$160,000-$179,999",US,Remote,US,M
2023,SE,FT,Data Analyst,179975,USD,179975,"$160,000-$179,999",US,Remote,US,M
2023,MI,FT,Staff Data Analyst,179998,USD,179998,"$160,000-$179,999",SA,Remote,SA,S
2024,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,EX,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2024,SE,FT,Analytics Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Applied Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2024,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Analytics Engineer,180000,USD,180000,"$180,000-$199,999",CA,Remote,CA,M
2024,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Research Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,AI Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2024,EX,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Research Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2024,MI,FT,Machine Learning Scientist,180000,USD,180000,"$180,000-$199,999",CA,Remote,CA,M
2024,MI,FT,Data Analyst,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Research Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2024,SE,FT,Research Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2024,SE,FT,Business Intelligence,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Research Analyst,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Integration Developer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,EX,FT,Director of Data Science,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Lead,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Developer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Business Intelligence Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Research Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,EX,FT,Data Lead,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Business Intelligence Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,EX,FT,Data Lead,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Science Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,AI Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,EX,FT,Data Analyst,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Infrastructure Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,AI Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,EX,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Analytics Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Business Data Analyst,180000,USD,180000,"$180,000-$199,999",US,Remote,US,L
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Science Consultant,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,ML Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Business Intelligence Analyst,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,MI,CT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,S
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,EX,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,EX,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Analyst,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Software Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,EN,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2022,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2022,MI,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,MI,FT,ML Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2022,EN,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,L
2022,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,EX,FT,Machine Learning Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,S
2022,SE,FT,Analytics Engineer,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,L
2022,SE,FT,Machine Learning Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,EN,FT,Machine Learning Developer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,L
2022,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,Data Scientist,180000,USD,180000,"$180,000-$199,999",US,In person,US,L
2022,SE,FT,Data Engineer,180000,USD,180000,"$180,000-$199,999",US,Remote,US,M
2021,MI,FT,Data Architect,180000,USD,180000,"$180,000-$199,999",US,Remote,US,L
2023,SE,FT,Data Analyst,180180,USD,180180,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180180,USD,180180,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180180,USD,180180,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180180,USD,180180,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180180,USD,180180,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,ML Engineer,180200,USD,180200,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,180240,USD,180240,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,180250,USD,180250,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,180300,USD,180300,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,180300,USD,180300,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Analyst,180400,USD,180400,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180400,USD,180400,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180400,USD,180400,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180400,USD,180400,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,180400,USD,180400,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,180500,USD,180500,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180500,USD,180500,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,AI Engineer,180500,USD,180500,"$180,000-$199,999",US,Remote,US,M
2023,EX,FT,Data Engineer,180500,USD,180500,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,180514,USD,180514,"$180,000-$199,999",GB,Remote,GB,M
2023,SE,FT,Machine Learning Scientist,180514,USD,180514,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,180514,USD,180514,"$180,000-$199,999",GB,Remote,GB,M
2023,SE,FT,Machine Learning Scientist,180514,USD,180514,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Scientist,180514,USD,180514,"$180,000-$199,999",GB,Remote,GB,M
2023,SE,FT,Data Engineer,180514,USD,180514,"$180,000-$199,999",GB,Remote,GB,M
2023,SE,FT,Machine Learning Scientist,180514,USD,180514,"$180,000-$199,999",GB,Remote,GB,M
2023,SE,FT,Data Engineer,180514,USD,180514,"$180,000-$199,999",GB,Remote,GB,M
2023,SE,FT,Data Scientist,180560,USD,180560,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Analytics Engineer,180700,USD,180700,"$180,000-$199,999",US,Remote,US,M
2024,EN,FT,Data Analyst,180700,USD,180700,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,181000,USD,181000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,181000,USD,181000,"$180,000-$199,999",CA,In person,CA,M
2023,SE,FT,Data Scientist,181000,USD,181000,"$180,000-$199,999",CA,In person,CA,M
2023,SE,FT,Data Scientist,181000,USD,181000,"$180,000-$199,999",CA,In person,CA,M
2023,SE,FT,Machine Learning Engineer,181000,USD,181000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Data Engineer,181100,USD,181100,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Analytics Engineer,181500,USD,181500,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,181500,USD,181500,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,181500,USD,181500,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,181500,USD,181500,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,181500,USD,181500,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,181500,USD,181500,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,181500,USD,181500,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,181700,USD,181700,"$180,000-$199,999",US,In person,US,M
2024,EX,FT,Data Scientist,181900,USD,181900,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,Data Engineer,181940,USD,181940,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,182000,USD,182000,"$180,000-$199,999",US,In person,US,M
2024,SE,FT,Machine Learning Engineer,182000,USD,182000,"$180,000-$199,999",US,Remote,US,M
2024,SE,FT,Machine Learning Engineer,182000,USD,182000,"$180,000-$199,999",US,In person,US,M
2024,EX,FT,Head of Data,182000,USD,182000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Analyst,182000,USD,182000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,182000,USD,182000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,182000,USD,182000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,182000,USD,182000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,182000,USD,182000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Engineer,182000,USD,182000,"$180,000-$199,999",US,Remote,US,M
2022,EX,FT,Data Science Manager,182160,USD,182160,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,182200,USD,182200,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Research Scientist,182200,USD,182200,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Engineer,182200,USD,182200,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Machine Learning Engineer,182200,USD,182200,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,182200,USD,182200,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,182250,USD,182250,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,182500,USD,182500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,182500,USD,182500,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Decision Scientist,182500,USD,182500,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Data Analyst,182500,USD,182500,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,Data Engineer,182500,USD,182500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Applied Scientist,182750,USD,182750,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Machine Learning Scientist,182750,USD,182750,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,182750,USD,182750,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Scientist,182750,USD,182750,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,ETL Developer,182850,USD,182850,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,ETL Developer,182850,USD,182850,"$180,000-$199,999",US,Remote,US,M
2024,SE,FT,Computer Vision Engineer,183000,USD,183000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Architect,183000,USD,183000,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Engineer,183000,USD,183000,"$180,000-$199,999",CA,Remote,CA,M
2023,SE,FT,Data Engineer,183000,USD,183000,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,183000,USD,183000,"$180,000-$199,999",CA,In person,CA,M
2023,SE,FT,Data Scientist,183000,USD,183000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,183000,USD,183000,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,183000,USD,183000,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,ML Engineer,183000,USD,183000,"$180,000-$199,999",US,Remote,US,M
2022,SE,FT,Data Scientist Lead,183000,USD,183000,"$180,000-$199,999",US,Remote,US,L
2023,MI,FT,Data Scientist,183200,USD,183200,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,183284,USD,183284,"$180,000-$199,999",US,Remote,US,M
2023,MI,FT,Data Engineer,183310,USD,183310,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Infrastructure Engineer,183310,USD,183310,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Scientist,183310,USD,183310,"$180,000-$199,999",US,In person,US,M
2023,MI,FT,Data Scientist,183310,USD,183310,"$180,000-$199,999",US,In person,US,M
2024,EX,FT,ML Engineer,183400,USD,183400,"$180,000-$199,999",US,In person,US,M
2024,EX,FT,ML Engineer,183400,USD,183400,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,183414,USD,183414,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,183414,USD,183414,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,ML Engineer,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Engineer,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Analytics Engineer,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Analytics Engineer,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Data Scientist,183500,USD,183500,"$180,000-$199,999",US,Remote,US,M
2023,SE,FT,Analytics Engineer,183540,USD,183540,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Engineer,183600,USD,183600,"$180,000-$199,999",US,In person,US,M
2022,SE,FT,Machine Learning Software Engineer,183600,USD,183600,"$180,000-$199,999",CA,Remote,CA,M
2022,SE,FT,Data Engineer,183600,USD,183600,"$180,000-$199,999",US,Remote,US,L
2023,SE,FT,ML Engineer,183750,USD,183750,"$180,000-$199,999",US,In person,US,M
2023,SE,FT,Data Scientist,183900,USD,183900,"$180,000-$199,999",US,In person,US,M
