work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,salary_range,employee_residence,remote_ratio,company_location,company_size
2023,MI,FT,Data Analyst,39000,EUR,42107,"$40,000-$59,999",DE,Hybrid,DE,M
2020,MI,FT,Data Scientist,37000,EUR,42197,"$40,000-$59,999",FR,Hybrid,FR,S
2024,MI,FT,Admin & Data Analyst,38000,EUR,42222,"$40,000-$59,999",ES,Remote,ES,L
2024,SE,FT,Data Scientist,38000,EUR,42222,"$40,000-$59,999",ES,In person,ES,M
2024,MI,FT,Data Analyst,42400,USD,42400,"$40,000-$59,999",US,In person,US,M
2023,MI,FT,Data Analyst,42400,USD,42400,"$40,000-$59,999",US,In person,US,M
2024,SE,FT,Business Intelligence Analyst,33966,GBP,42457,"$40,000-$59,999",ZA,In person,ZA,M
2024,MI,FT,Data Analyst,38400,EUR,42666,"$40,000-$59,999",LV,In person,LV,M
2024,EN,FT,Research Analyst,42700,USD,42700,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Analytics Engineer,43000,USD,43000,"$40,000-$59,999",HU,In person,HU,L
2023,EN,FT,Business Intelligence Analyst,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Data Scientist,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Business Intelligence Engineer,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Business Intelligence Engineer,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Insight Analyst,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Data Engineer,35000,GBP,43064,"$40,000-$59,999",GB,Remote,GB,M
2023,MI,FT,Data Engineer,35000,GBP,43064,"$40,000-$59,999",GB,Remote,GB,M
2023,EN,FT,Data Analyst,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,EN,FT,Data Engineer,35000,GBP,43064,"$40,000-$59,999",GB,Remote,GB,M
2023,MI,FT,Data Engineer,35000,GBP,43064,"$40,000-$59,999",GB,Remote,GB,M
2023,EN,FT,Research Analyst,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,EN,FT,Research Analyst,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Insight Analyst,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,EN,FT,Data Engineer,35000,GBP,43064,"$40,000-$59,999",GB,Remote,GB,M
2023,MI,FT,Data Analyst,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2023,SE,FT,Data Analyst,35000,GBP,43064,"$40,000-$59,999",CF,Remote,CF,M
2023,MI,FT,Insight Analyst,35000,GBP,43064,"$40,000-$59,999",GB,In person,GB,M
2022,SE,FT,Data Engineer,35000,GBP,43096,"$40,000-$59,999",GB,Remote,GB,M
2022,MI,FT,Data Scientist,35000,GBP,43096,"$40,000-$59,999",GB,In person,GB,M
2022,EN,FT,Data Engineer,35000,GBP,43096,"$40,000-$59,999",GB,Remote,GB,M
2022,MI,FT,Data Analyst,35000,GBP,43096,"$40,000-$59,999",GB,In person,GB,M
2023,EN,FT,Data Scientist,40000,EUR,43187,"$40,000-$59,999",ES,In person,ES,M
2023,MI,FT,Insight Analyst,40000,EUR,43187,"$40,000-$59,999",PT,Remote,PT,M
2023,MI,FT,Data Analyst,40000,EUR,43187,"$40,000-$59,999",PT,Remote,PT,M
2023,MI,FT,Data Engineer,40000,EUR,43187,"$40,000-$59,999",PL,Remote,PL,L
2023,EN,FT,Applied Machine Learning Scientist,40000,EUR,43187,"$40,000-$59,999",DE,Hybrid,DE,M
2023,EN,FT,Research Analyst,43500,USD,43500,"$40,000-$59,999",US,Remote,US,M
2024,MI,FT,BI Developer,34903,GBP,43628,"$40,000-$59,999",GB,In person,GB,M
2024,MI,FT,Data Engineer,34940,GBP,43675,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Analyst,35000,GBP,43750,"$40,000-$59,999",GB,In person,GB,M
2024,EN,FT,Data Analyst,35000,GBP,43750,"$40,000-$59,999",GB,Remote,GB,M
2023,SE,FT,Data Science Manager,3600000,INR,43779,"$40,000-$59,999",IN,Remote,IN,L
2023,EN,FT,Data Analyst,35700,GBP,43925,"$40,000-$59,999",GB,In person,GB,M
2023,SE,FT,Data Engineer,40800,EUR,44051,"$40,000-$59,999",EE,In person,EE,M
2024,EN,FT,Data Analytics Specialist,44100,USD,44100,"$40,000-$59,999",MT,In person,MT,M
2023,EN,FT,Business Intelligence Analyst,44100,USD,44100,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Scientist,39840,EUR,44266,"$40,000-$59,999",LV,In person,LV,M
2023,MI,FT,Data Analyst,36000,GBP,44294,"$40,000-$59,999",GB,Remote,GB,M
2023,MI,FT,Data Analyst,36050,GBP,44356,"$40,000-$59,999",GB,Remote,GB,M
2023,MI,FT,Data Analyst,36050,GBP,44356,"$40,000-$59,999",GB,In person,GB,M
2022,MI,FT,NLP Engineer,198000,PLN,44365,"$40,000-$59,999",PL,Remote,PL,S
2024,EN,FT,AI Engineer,40000,EUR,44444,"$40,000-$59,999",IT,Hybrid,IT,L
2024,EN,FT,Data Analyst,40100,EUR,44555,"$40,000-$59,999",LT,In person,LT,M
2023,MI,FT,Data Operations Analyst,44640,USD,44640,"$40,000-$59,999",US,Remote,US,M
2020,EN,CT,Staff Data Analyst,60000,CAD,44753,"$40,000-$59,999",CA,Hybrid,CA,L
2023,EN,FT,Research Analyst,45000,USD,45000,"$40,000-$59,999",US,In person,US,M
2022,MI,FT,BI Data Analyst,65000,AUD,45050,"$40,000-$59,999",AU,Hybrid,AU,L
2023,SE,FT,Research Analyst,41818,EUR,45150,"$40,000-$59,999",ES,Remote,ES,M
2021,EN,FT,Data Engineer,33000,GBP,45390,"$40,000-$59,999",GB,Hybrid,GB,L
2021,MI,FT,Data Engineer,38400,EUR,45391,"$40,000-$59,999",NL,Remote,NL,L
2024,EN,PT,Data Engineer,45400,USD,45400,"$40,000-$59,999",US,In person,US,M
2024,EN,PT,Data Analyst,45400,USD,45400,"$40,000-$59,999",US,In person,US,M
2021,MI,FL,Autonomous Vehicle Technician,45555,USD,45555,"$40,000-$59,999",AS,Hybrid,BS,M
2022,EN,FT,Data Manager,45600,USD,45600,"$40,000-$59,999",US,Remote,US,M
2020,SE,FT,Machine Learning Engineer,40000,EUR,45618,"$40,000-$59,999",HR,Remote,HR,S
2024,EN,FT,Data Analyst,45700,USD,45700,"$40,000-$59,999",US,In person,US,M
2020,MI,FT,Data Scientist,45760,USD,45760,"$40,000-$59,999",PH,Remote,US,S
2024,MI,FT,Data Engineer,36620,GBP,45775,"$40,000-$59,999",GB,In person,GB,M
2020,EN,FT,AI Scientist,300000,DKK,45896,"$40,000-$59,999",DK,Hybrid,DK,S
2024,EN,FT,Research Analyst,45900,USD,45900,"$40,000-$59,999",US,Remote,US,M
2022,EN,FT,Data Analyst,46000,USD,46000,"$40,000-$59,999",US,Remote,US,L
2023,SE,FT,Data Analyst,46200,USD,46200,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Engineer,37000,GBP,46250,"$40,000-$59,999",GB,Remote,GB,M
2023,EN,FT,Data Integration Specialist,46400,USD,46400,"$40,000-$59,999",US,Remote,US,M
2023,EN,FT,Data Integration Specialist,46400,USD,46400,"$40,000-$59,999",US,Remote,US,M
2023,MI,FT,Data Analyst,43000,EUR,46426,"$40,000-$59,999",SI,In person,SI,M
2024,MI,FT,Data Engineer,37200,GBP,46500,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Data Analyst,46500,USD,46500,"$40,000-$59,999",US,In person,US,M
2023,MI,FT,Data Analyst,46500,USD,46500,"$40,000-$59,999",US,In person,US,M
2023,SE,FT,Data Engineer,200000,PLN,46565,"$40,000-$59,999",PL,Remote,PL,L
2021,MI,FT,Machine Learning Engineer,180000,PLN,46597,"$40,000-$59,999",PL,Remote,PL,L
2024,SE,FT,Data Scientist,42000,EUR,46666,"$40,000-$59,999",LT,In person,LT,M
2023,MI,FT,Data Analyst,38000,GBP,46755,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Machine Learning Engineer,38000,GBP,46755,"$40,000-$59,999",GB,Remote,GB,M
2020,MI,FT,Data Analyst,41000,EUR,46759,"$40,000-$59,999",FR,Hybrid,FR,L
2021,MI,FT,Data Scientist,39600,EUR,46809,"$40,000-$59,999",ES,Remote,ES,M
2023,SE,FT,AI Engineer,46848,USD,46848,"$40,000-$59,999",OM,In person,OM,M
2023,MI,FT,Business Intelligence Engineer,38393,GBP,47238,"$40,000-$59,999",GB,In person,GB,M
2023,EN,FT,Data Analyst,38393,GBP,47238,"$40,000-$59,999",AU,In person,AU,M
2022,SE,FT,Data Scientist,45000,EUR,47280,"$40,000-$59,999",ES,In person,ES,M
2022,SE,FT,Data Scientist,45000,EUR,47280,"$40,000-$59,999",ES,In person,ES,M
2022,SE,FT,Data Scientist,45000,EUR,47280,"$40,000-$59,999",ES,In person,ES,M
2022,SE,FT,Data Scientist,45000,EUR,47280,"$40,000-$59,999",ES,In person,ES,M
2022,SE,FT,Data Scientist,45000,EUR,47280,"$40,000-$59,999",ES,In person,ES,M
2022,SE,FT,Data Scientist,45000,EUR,47280,"$40,000-$59,999",ES,In person,ES,M
2022,SE,FT,Data Scientist,45000,EUR,47280,"$40,000-$59,999",ES,In person,ES,M
2022,MI,FT,Data Engineer,45000,EUR,47280,"$40,000-$59,999",ES,Remote,ES,M
2022,MI,FT,Data Engineer,45000,EUR,47280,"$40,000-$59,999",GR,Remote,GR,M
2021,MI,FT,Machine Learning Engineer,40000,EUR,47282,"$40,000-$59,999",ES,Remote,ES,S
2023,EN,FT,Research Analyst,47423,USD,47423,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Manager,47500,USD,47500,"$40,000-$59,999",US,In person,US,M
2024,EN,FT,Data Analyst,47500,USD,47500,"$40,000-$59,999",US,In person,US,M
2024,EN,FT,Data Analyst,47500,USD,47500,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Manager,47500,USD,47500,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Data Analyst,47500,USD,47500,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Data Analyst,47500,USD,47500,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Engineer,43000,EUR,47777,"$40,000-$59,999",AT,In person,AT,M
2023,SE,FT,Research Analyst,44272,EUR,47799,"$40,000-$59,999",IT,Remote,IT,M
2024,EN,FT,Data Engineer,47840,USD,47840,"$40,000-$59,999",US,In person,US,M
2024,EN,FT,Data Scientist,47840,USD,47840,"$40,000-$59,999",US,In person,US,M
2024,EN,FT,Machine Learning Engineer,47840,USD,47840,"$40,000-$59,999",US,In person,US,M
2024,EN,FT,Machine Learning Engineer,47840,USD,47840,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Data Analyst,47840,USD,47840,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Machine Learning Engineer,47840,USD,47840,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Research Scientist,47840,USD,47840,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Data Analyst,47840,USD,47840,"$40,000-$59,999",US,In person,US,M
2020,EN,FT,Data Analyst,42000,EUR,47899,"$40,000-$59,999",DE,In person,DE,L
2020,SE,FT,Data Engineer,42000,EUR,47899,"$40,000-$59,999",GR,Hybrid,GR,L
2023,EN,FT,Data DevOps Engineer,44382,EUR,47918,"$40,000-$59,999",NL,Hybrid,NL,L
2023,EN,FT,Data Analyst,39000,GBP,47985,"$40,000-$59,999",US,In person,US,M
2024,EN,CT,Business Intelligence Analyst,48000,USD,48000,"$40,000-$59,999",US,In person,US,M
2023,MI,FT,Machine Learning Engineer,48000,USD,48000,"$40,000-$59,999",VN,Remote,VN,M
2023,MI,FT,Data Specialist,48000,USD,48000,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Data Engineer,48000,USD,48000,"$40,000-$59,999",US,Remote,US,M
2023,MI,FT,Machine Learning Engineer,48000,USD,48000,"$40,000-$59,999",VN,Remote,VN,M
2023,MI,FT,Data Analyst,48000,USD,48000,"$40,000-$59,999",US,Remote,US,M
2023,SE,FT,Data Engineer,48000,USD,48000,"$40,000-$59,999",AR,Remote,AR,M
2023,SE,FT,Data Manager,48000,USD,48000,"$40,000-$59,999",CO,In person,CO,M
2023,EN,FT,Data Analyst,48000,USD,48000,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Data Analyst,48000,USD,48000,"$40,000-$59,999",US,In person,US,M
2022,EN,FT,Business Data Analyst,48000,USD,48000,"$40,000-$59,999",US,Hybrid,US,L
2022,EN,FT,Data Analyst,48000,USD,48000,"$40,000-$59,999",US,In person,US,M
2022,MI,FT,Analytics Engineer,48000,USD,48000,"$40,000-$59,999",BR,Remote,BR,M
2022,MI,FT,BI Analyst,48000,USD,48000,"$40,000-$59,999",BR,Remote,BR,M
2022,SE,FT,Analytics Engineer,48000,USD,48000,"$40,000-$59,999",AR,Remote,US,S
2022,MI,FT,Data Scientist,48000,USD,48000,"$40,000-$59,999",RU,Remote,US,S
2024,MI,FT,Data Analyst,48067,USD,48067,"$40,000-$59,999",US,Remote,US,M
2023,MI,FT,Business Intelligence Analyst,48450,USD,48450,"$40,000-$59,999",CA,In person,CA,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,MI,FT,Data Analyst,45000,EUR,48585,"$40,000-$59,999",PT,Remote,PT,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,MI,FT,Machine Learning Engineer,45000,EUR,48585,"$40,000-$59,999",IT,Remote,GB,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,MI,FT,Big Data Engineer,45000,EUR,48585,"$40,000-$59,999",ES,Remote,ES,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,MI,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,MI,FT,Data Engineer,45000,EUR,48585,"$40,000-$59,999",SI,Remote,SI,M
2023,SE,FT,Data Scientist,45000,EUR,48585,"$40,000-$59,999",ES,In person,ES,M
2023,EN,FT,Applied Machine Learning Scientist,4000000,INR,48644,"$40,000-$59,999",IN,Remote,DE,L
2023,EN,FT,Data Scientist,48915,USD,48915,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Research Analyst,49000,USD,49000,"$40,000-$59,999",US,Remote,US,M
2023,MI,FT,Data Analyst,49000,USD,49000,"$40,000-$59,999",US,In person,US,M
2023,MI,FT,Data Analyst,49000,USD,49000,"$40,000-$59,999",US,In person,US,M
2023,MI,FT,Data Quality Manager,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,EN,FT,Business Intelligence Analyst,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,SE,FT,Business Intelligence Engineer,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Data Scientist,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,EN,FT,Data Quality Analyst,40000,GBP,49216,"$40,000-$59,999",GB,Remote,GB,M
2023,MI,FT,Data Engineer,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Data Engineer,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Data Analyst,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Data Engineer,40000,GBP,49216,"$40,000-$59,999",GB,Remote,GB,M
2023,MI,FT,Data Engineer,40000,GBP,49216,"$40,000-$59,999",GB,Remote,GB,M
2023,EN,FT,Data Engineer,40000,GBP,49216,"$40,000-$59,999",GB,Remote,GB,M
2023,MI,FT,Data Scientist,40000,GBP,49216,"$40,000-$59,999",GB,Remote,GB,M
2023,EN,FT,Data Analyst,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,EN,FT,Data Engineer,40000,GBP,49216,"$40,000-$59,999",GB,Remote,GB,M
2023,MI,FT,BI Developer,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Data Analyst,40000,GBP,49216,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Machine Learning Engineer,40000,GBP,49216,"$40,000-$59,999",GB,Remote,GB,M
2022,MI,FT,Deep Learning Engineer,40000,GBP,49253,"$40,000-$59,999",GB,Remote,GB,M
2022,EN,FT,Data Engineer,40000,GBP,49253,"$40,000-$59,999",GB,Remote,GB,M
2022,MI,FT,Data Analyst,40000,GBP,49253,"$40,000-$59,999",GB,Remote,GB,M
2022,MI,FT,Data Engineer,40000,GBP,49253,"$40,000-$59,999",GB,In person,GB,M
2022,EN,FT,Data Engineer,40000,GBP,49253,"$40,000-$59,999",GB,Remote,GB,M
2020,EN,FT,Data Scientist,43200,EUR,49268,"$40,000-$59,999",DE,In person,DE,S
2024,SE,FT,Business Intelligence Engineer,44400,EUR,49333,"$40,000-$59,999",LV,In person,LV,M
2024,EN,FT,Research Analyst,49452,USD,49452,"$40,000-$59,999",US,In person,US,M
2021,EN,FT,Data Scientist,42000,EUR,49646,"$40,000-$59,999",FR,Hybrid,FR,M
2024,MI,FT,Data Manager,49900,USD,49900,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Manager,49900,USD,49900,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Machine Learning Engineer,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,SE,FT,Data Scientist,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,SE,FT,Data Scientist,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,MI,FT,Data Engineer,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,MI,FT,Data Engineer,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,EN,CT,Business Intelligence Analyst,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2024,SE,FT,Business Intelligence Analyst,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,SE,FT,Data Scientist,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2023,EN,FT,Admin & Data Analyst,50000,USD,50000,"$40,000-$59,999",DE,In person,DE,M
2024,SE,FT,Business Intelligence Developer,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,EN,FT,Data Specialist,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,EN,FT,Data Engineer,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,MI,FT,Data Analyst,40000,GBP,50000,"$40,000-$59,999",GB,In person,GB,M
2024,EN,FT,Data Developer,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2024,EN,FT,Data Analyst,40000,GBP,50000,"$40,000-$59,999",GB,Remote,GB,M
2023,EN,FT,Research Analyst,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Data Management Analyst,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,MI,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,MI,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2023,MI,CT,AI Engineer,50000,USD,50000,"$40,000-$59,999",CZ,Remote,CA,L
2023,EN,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,AI Developer,50000,USD,50000,"$40,000-$59,999",UA,Remote,UA,M
2023,MI,FT,Machine Learning Engineer,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2023,MI,FT,Data Engineer,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2023,EN,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,SE,FT,Data Engineer,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,SE,FT,Research Analyst,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,BI Data Analyst,50000,USD,50000,"$40,000-$59,999",KE,Remote,KE,S
2023,SE,FT,Data Visualization Specialist,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,EN,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2023,MI,FT,Data Operations Specialist,50000,USD,50000,"$40,000-$59,999",US,In person,US,M
2023,SE,FT,Analytics Engineer,50000,USD,50000,"$40,000-$59,999",NG,Remote,NG,S
2023,SE,FL,Machine Learning Researcher,50000,USD,50000,"$40,000-$59,999",UA,Hybrid,UA,S
2023,SE,FL,Software Data Engineer,50000,USD,50000,"$40,000-$59,999",NG,Hybrid,AU,M
2023,EN,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",KW,Hybrid,US,L
2023,MI,FT,Machine Learning Engineer,50000,USD,50000,"$40,000-$59,999",AM,In person,AM,S
2023,EN,FT,Data Scientist,50000,USD,50000,"$40,000-$59,999",IN,Remote,US,M
2022,EN,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,Hybrid,US,L
2022,EN,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,Hybrid,US,L
2022,EN,FL,Data Analytics Consultant,50000,USD,50000,"$40,000-$59,999",BE,Remote,US,S
2022,SE,FT,Data Scientist,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2022,SE,FT,Data Engineer,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2022,SE,FT,Data Scientist,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2022,EN,FT,AI Scientist,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2022,EN,FT,Business Data Analyst,50000,USD,50000,"$40,000-$59,999",IN,Remote,AS,L
2022,EN,FT,Data Scientist,50000,USD,50000,"$40,000-$59,999",US,Hybrid,DE,M
2021,SE,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",PH,Remote,PH,S
2022,EN,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",AR,Remote,AR,L
2022,EN,FT,Applied Data Scientist,50000,USD,50000,"$40,000-$59,999",AT,Hybrid,AT,M
2022,MI,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2021,EN,FT,Data Analyst,50000,USD,50000,"$40,000-$59,999",US,Remote,US,M
2021,MI,FT,Data Scientist,50000,USD,50000,"$40,000-$59,999",NG,Remote,NG,L
2021,SE,FT,Data Analytics Engineer,50000,USD,50000,"$40,000-$59,999",VN,Remote,GB,M
2021,SE,FT,Research Scientist,50000,USD,50000,"$40,000-$59,999",FR,Remote,US,S
2020,MI,FT,Machine Learning Infrastructure Engineer,44000,EUR,50180,"$40,000-$59,999",PT,In person,PT,M
2022,SE,FT,Data Analyst,48000,EUR,50432,"$40,000-$59,999",ES,In person,ES,M
2022,SE,FT,Data Analyst,48000,EUR,50432,"$40,000-$59,999",ES,In person,ES,M
2022,SE,FT,Data Analyst,48000,EUR,50432,"$40,000-$59,999",ES,In person,ES,M
2022,SE,FT,Data Analyst,48000,EUR,50432,"$40,000-$59,999",ES,In person,ES,M
2022,MI,FT,BI Data Analyst,48000,EUR,50432,"$40,000-$59,999",DE,Remote,DE,S
2024,EN,FT,Data Engineer,45600,EUR,50666,"$40,000-$59,999",LT,In person,LT,M
2024,SE,FT,Data Operations Specialist,50700,USD,50700,"$40,000-$59,999",US,Remote,US,M
2023,SE,FT,Data Operations Specialist,50700,USD,50700,"$40,000-$59,999",US,Remote,US,M
2023,MI,FT,Data Scientist,47000,EUR,50745,"$40,000-$59,999",AD,Hybrid,AD,S
2024,EN,FT,Data Analyst,51000,USD,51000,"$40,000-$59,999",US,Remote,US,M
2024,EN,FT,Quantitative Research Analyst,51000,USD,51000,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Specialist,51000,USD,51000,"$40,000-$59,999",US,In person,US,M
2023,SE,FT,Data Analyst,51000,USD,51000,"$40,000-$59,999",US,In person,US,M
2022,SE,FT,Data Scientist,51000,USD,51000,"$40,000-$59,999",US,Remote,US,M
2021,MI,FT,Machine Learning Engineer,43200,EUR,51064,"$40,000-$59,999",IT,Hybrid,IT,L
2022,EN,FT,Data Scientist,66500,CAD,51081,"$40,000-$59,999",CA,Remote,CA,L
2024,MI,FT,Data Analyst,51175,USD,51175,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Analyst,51175,USD,51175,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Specialist,41027,GBP,51283,"$40,000-$59,999",GB,In person,GB,M
2020,EN,FT,Data Scientist,45000,EUR,51321,"$40,000-$59,999",FR,In person,FR,S
2024,EN,FT,Data Operations Associate,51375,USD,51375,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Engineer,41105,GBP,51381,"$40,000-$59,999",US,In person,US,M
2024,MI,FT,Data Engineer,41157,GBP,51446,"$40,000-$59,999",GB,In person,GB,M
2024,EN,FT,Data Analyst,51500,USD,51500,"$40,000-$59,999",US,In person,US,M
2021,MI,FT,Data Analyst,37456,GBP,51519,"$40,000-$59,999",GB,Hybrid,GB,L
2023,MI,FT,Insight Analyst,42000,GBP,51676,"$40,000-$59,999",GB,In person,GB,M
2023,MI,FT,Data Science Consultant,42000,GBP,51676,"$40,000-$59,999",GB,In person,GB,M
